country,meal_name,core_ingredients,recipes,cook_time,substitutes,meal_type,notes,cuisine_region,spices_seasoning,cook_time_minutes
Congo,Pondu,"Cassava leaves, groundnuts",Boil leaves → Add groundnut paste → Simmer,55 min,Peanut butter,Main,Nutty variation,central_africa,Salt,55.0
Congo,Liboké ya Mbisi,"Fish (1), onion, tomato",Wrap seasoned fish in leaves → Steam,40 min,Foil wrap,Main,Leaf-steamed,central_africa,Salt,40.0
Congo Basin,Bushmeat Stew,"Game meat, onion",Simmer meat until tender,90 min,Goat meat,Main,Forest-based,central_africa,Salt,90.0
Congo Basin,Steamed Leaf Parcels,"Leaves, veg mix",Wrap filling in leaves → Steam,30 min,Foil,Side,Traditional technique,central_africa,Salt,30.0
DRC,Mbika,"Pumpkin seeds (200g), greens",Grind seeds → Simmer with greens,45 min,Egusi substitute,Main,Protein-rich,central_africa,Salt,45.0
DRC,Makayabu Stew,"Salted fish, tomato, onion",Soak fish → Simmer in tomato sauce,35 min,Fresh fish,Main,Preservation-based,central_africa,Salt,35.0
DRC,Roasted Caterpillars,"Caterpillars, oil",Clean → Roast or fry,20 min,Dry & store,Protein,Seasonal delicacy,central_africa,Salt,20.0
Equatorial Guinea,Odika Stew,"Mango seeds (200g), meat",Grind seeds → Simmer with meat,50 min,Egusi seeds,Main,Seed-based stew,central_africa,Salt,50.0
Gabon,Gnetum Stew (Eru-style),"Okok leaves, palm oil",Boil leaves → Add oil & seasoning,45 min,Spinach,Main,Forest food,central_africa,"Crayfish, salt",45.0
Gabon,Poulet Nyembwe,"Chicken, palm nut cream",Cook chicken → Add palm cream → Simmer,60 min,Palm oil,Main,National dish,central_africa,Salt,60.0
